fullvisitorid,channelgrouping,time,country,city,totaltransactionrevenue,transactions,timeonsite,pageviews,sessionqualitydim,date,visitid,type,productquantity,productprice,productsku,v2productname,v2productcategory,productvariant,currencycode,transactionrevenue,transactionid,pagetitle,searchkeyword,pagepathlevel1,ecommerceaction_type,ecommerceaction_step,ecommerceaction_option
3.31E+18,Organic Search,0,United States,Philadelphia,NULL,NULL,0,1,1,2017-07-18,1500429273,PAGE,NULL,21,GGOEGAAX0355,Google Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.43E+18,Referral,27968,United States,not available in demo dataset,396000000,1,27968,12,NULL,2017-05-28,1495994469,PAGE,NULL,149,GGOENEBQ084699,Nest® Learning Thermostat 3rd Gen-USA - White,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
3.88E+17,Organic Search,0,United States,not available in demo dataset,23990000,1,0,16,NULL,2017-06-14,1497459609,PAGE,NULL,35,GGOEGAAX0334,Android Men's Long Sleeve Badge Crew Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.80E+17,Referral,89245,Switzerland,not available in demo dataset,NULL,NULL,89245,4,NULL,2017-06-15,1497532495,PAGE,NULL,60,GGOEGBPB082099,UpCycled Handlebar Bag,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
7.70E+18,Organic Search,0,India,Bengaluru,NULL,NULL,0,1,NULL,2017-07-02,1498994304,PAGE,NULL,17,GGOEGAAX0655,Google Toddler Short Sleeve T-shirt Grey,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,NULL,NULL,Toddler | Kids' Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.26E+18,Organic Search,0,United States,New York,NULL,NULL,0,4,1,2017-07-25,1501022807,PAGE,NULL,23,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.28E+18,Direct,592566,United States,Irvine,NULL,NULL,592566,14,NULL,2017-05-16,1494955325,PAGE,NULL,10,GGOEGBJC014399,Google Tote Bag,Home/Bags/,(not set),USD,NULL,NULL,Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.50E+18,Organic Search,54570,Japan,Shinjuku,NULL,NULL,54570,4,NULL,2017-05-18,1495089660,PAGE,NULL,19,GGOEGDHC074099,Google 17oz Stainless Steel Sport Bottle,Home/Drinkware/,(not set),USD,NULL,NULL,Drinkware | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.95E+18,Referral,16066,United States,Mountain View,NULL,NULL,16066,4,NULL,2017-06-20,1497974795,PAGE,NULL,199,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
8.27E+17,Referral,108758,United States,Sunnyvale,NULL,NULL,108758,8,8,2017-07-28,1501274540,PAGE,NULL,79,GGOEGAAX0598,Google Men's Convertible Vest-Jacket Pewter,Home/Apparel/Men's/Men's-Performance Wear/,(not set),USD,NULL,NULL,Men's Performance Wear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.54E+17,Organic Search,440528,Japan,not available in demo dataset,NULL,NULL,440528,15,NULL,2017-05-07,1494162154,PAGE,NULL,3,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Home/Office/,(not set),USD,NULL,NULL,Office | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.08E+18,Referral,13127,United States,New York,NULL,NULL,13127,2,NULL,2017-05-16,1494941846,PAGE,NULL,75,GGOEGAAX0604,Google Women's Quilted Insulated Vest Black,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,NULL,NULL,Women's Outerwear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.28E+17,Organic Search,78833,United States,not available in demo dataset,NULL,NULL,78833,6,NULL,2017-05-24,1495692795,PAGE,NULL,19,GGOEGDHC074099,Google 17oz Stainless Steel Sport Bottle,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
8.84E+18,Direct,168537,United States,Mountain View,NULL,NULL,168537,5,NULL,2017-05-18,1495151021,PAGE,NULL,40,GGOEGEVA022399,Micro Wireless Earbud,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.25E+16,Direct,0,United States,not available in demo dataset,NULL,NULL,0,1,1,2017-07-06,1499382869,PAGE,NULL,24,GGOEGAAX0364,Google Women's Tee Grey,Home/Apparel/Women's/,(not set),USD,NULL,NULL,Women's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.58E+18,Direct,90434,United States,not available in demo dataset,NULL,NULL,90434,3,NULL,2017-06-11,1497232439,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,(not set),USD,NULL,NULL,Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.84E+17,Organic Search,0,Mexico,Mexico City,NULL,NULL,0,1,NULL,2017-06-25,1498420563,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.45E+18,Organic Search,0,Germany,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-21,1495351309,PAGE,NULL,21,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.94E+17,Organic Search,46808,United States,Los Angeles,NULL,NULL,46808,4,NULL,2017-05-25,1495771467,PAGE,NULL,19,GGOEGHPJ080310,Google Blackout Cap,Home/Apparel/,(not set),USD,NULL,NULL,Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.62E+18,Direct,0,United States,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-03,1493880175,PAGE,NULL,199,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
9.45E+18,Direct,71458,United States,San Francisco,NULL,NULL,71458,6,NULL,2017-06-17,1497722586,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/,(not set),USD,NULL,NULL,Men's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.60E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,4,1,2017-07-24,1500956068,PAGE,NULL,19,GGOEGAAX0290,YouTube Women's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.38E+18,Paid Search,0,United States,San Jose,NULL,NULL,0,1,1,2017-07-15,1500177237,PAGE,NULL,12,GGOEGKWR060810,Google Bib Red,Home/Apparel/Kid's/,(not set),USD,NULL,NULL,Kids' Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.50E+18,Organic Search,222185,Italy,Rome,NULL,NULL,222185,14,NULL,2017-06-29,1498766839,PAGE,NULL,2,GGOEGFKA022299,Keyboard DOT Sticker,Home/Office/,(not set),USD,NULL,NULL,Office | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.75E+18,Referral,65743,United States,New York,NULL,NULL,65743,7,NULL,2017-06-02,1496415134,PAGE,NULL,16,GGOEGOAJ021599,Gunmetal Roller Ball Pen,Home/Clearance Sale/,(not set),USD,NULL,NULL,Clearance Sale,NULL,/store.html,0,1,NULL
1.85E+17,Direct,13448,United States,Sunnyvale,NULL,NULL,13448,5,NULL,2017-06-26,1498541832,PAGE,NULL,4,GGOEAKDH019899,Windup Android,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
3.30E+18,Paid Search,198877,United States,New York,57990000,1,198877,19,NULL,2017-05-27,1495892360,PAGE,NULL,3,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Home/Shop by Brand/,(not set),USD,NULL,NULL,Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.63E+18,Referral,37351,India,not available in demo dataset,NULL,NULL,37351,4,NULL,2017-06-10,1497092786,PAGE,NULL,70,GGOEGBRJ037399,Google Rucksack,Home/Bags/Backpacks/,(not set),USD,NULL,NULL,Backpacks | Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.68E+18,Direct,94142,United States,Sunnyvale,NULL,NULL,94142,5,NULL,2017-05-24,1495658336,PAGE,NULL,5,GGOEGBJC019999,Collapsible Shopping Bag,Home/Bags/,(not set),USD,NULL,NULL,Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.94E+18,Organic Search,17688,United States,not available in demo dataset,NULL,NULL,17688,3,1,2017-07-15,1500138330,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.70E+18,Organic Search,91127,United States,not available in demo dataset,NULL,NULL,91127,8,4,2017-07-21,1500696964,PAGE,NULL,56,GGOEGAAX0731,YouTube Men's Fleece Hoodie Black,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,NULL,NULL,Men's Outerwear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.00E+17,Direct,853250,United States,San Francisco,61970000,1,853250,19,NULL,2017-05-17,1495027160,EVENT,NULL,20,GGOEGAAX0304,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,${escCatTitle},(not set),USD,NULL,NULL,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,NULL,/google+redesign/,3,1,NULL
8.65E+18,Referral,260780,United States,Mountain View,8980000,1,260780,15,NULL,2017-05-12,1494613832,PAGE,NULL,6,GGOEWEBB082699,Waze Mobile Phone Vent Mount,Waze,Single Option Only,USD,NULL,ORD201705121937,Checkout Confirmation,NULL,/ordercompleted.html,6,1,NULL
7.74E+18,Organic Search,13462,United States,Sunnyvale,NULL,NULL,13462,3,1,2017-07-26,1501125103,PAGE,NULL,13,GGOEGACB023699,Yoga Block,Home/Accessories/Sports & Fitness/,(not set),USD,NULL,NULL,Sports & Fitness | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.57E+18,Organic Search,75583,United States,New York,NULL,NULL,75583,17,NULL,2017-06-30,1498867506,PAGE,NULL,2,GGOEGKAA019299,Switch Tone Color Crayon Pen,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.49E+18,Organic Search,14720,United States,Mountain View,NULL,NULL,14720,2,NULL,2017-06-12,1497306456,PAGE,NULL,70,GGOEGAAX0592,Google Men's Airflow 1/4 Zip Pullover Black,Home/Apparel/Men's/Men's-Performance Wear/,(not set),USD,NULL,NULL,Men's Performance Wear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.46E+17,Referral,21043,United Kingdom,not available in demo dataset,NULL,NULL,21043,2,1,2017-07-13,1499948055,PAGE,NULL,199,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
6.09E+18,Direct,0,United States,New York,NULL,NULL,0,1,NULL,2017-06-28,1498675482,PAGE,NULL,100,GGOEGAAX0795,25L Classic Rucksack,Home/Bags/Backpacks/,(not set),USD,NULL,NULL,Backpacks | Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.37E+18,Organic Search,0,United Kingdom,London,NULL,NULL,0,1,1,2017-07-19,1500451852,PAGE,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.07E+18,Affiliates,140145,Peru,La Victoria,NULL,NULL,140145,5,NULL,2017-06-03,1496519191,PAGE,NULL,11,GGOEAHPJ074410,Android Twill Cap,Home/Apparel/,(not set),USD,NULL,NULL,Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.85E+18,Paid Search,11550,United States,Seattle,NULL,NULL,11550,3,NULL,2017-06-16,1497643764,PAGE,NULL,19,GGOEGAAX0338,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.65E+18,Organic Search,3929,United States,Mountain View,NULL,NULL,3929,2,NULL,2017-05-02,1493740622,PAGE,NULL,60,GGOEGESB015199,Google Flashlight,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.75E+18,Organic Search,0,Canada,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-07,1494209634,PAGE,NULL,3,GGOEWFKA082999,Waze Baby on Board Window Decal,Home/Accessories/Stickers/,(not set),USD,NULL,NULL,Stickers | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.21E+18,Organic Search,0,United States,San Jose,NULL,NULL,0,1,NULL,2017-06-09,1497055684,PAGE,NULL,0,9182737,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,(not set),(not set),USD,NULL,NULL,Google Laptop Backpack,NULL,/google+redesign/,0,1,NULL
6.62E+18,Organic Search,0,United Kingdom,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-08,1496924885,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.16E+18,Organic Search,63344,United States,not available in demo dataset,NULL,NULL,63344,3,NULL,2017-07-03,1499150699,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
9.91E+18,Referral,0,United States,Mountain View,NULL,NULL,0,1,1,2017-07-10,1499716464,PAGE,NULL,3,GGOEWFKA082999,Waze Baby on Board Window Decal,Home/Accessories/Stickers/,(not set),USD,NULL,NULL,Stickers | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.69E+17,Direct,0,United States,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-18,1495124052,PAGE,NULL,19,GGOEGHPJ080110,Google 5-Panel Cap,Home/Apparel/,(not set),USD,NULL,NULL,Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.48E+17,Organic Search,121715,United States,San Francisco,NULL,NULL,121715,6,1,2017-07-20,1500593005,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.73E+17,Referral,27156,United States,Chicago,NULL,NULL,27156,10,NULL,2017-05-22,1495511386,PAGE,NULL,15,GGOEGAAX0340,Google Men's Vintage Badge Tee Sage,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.61E+18,Organic Search,118501,United States,San Mateo,NULL,NULL,118501,17,38,2017-07-26,1501100673,PAGE,NULL,5,GGOEGCBB074399,Google Device Holder Sticky Pad,Home/Clearance Sale/,(not set),USD,NULL,NULL,Clearance Sale,NULL,/store.html,0,1,NULL
3.68E+17,Referral,206373,United States,Sunnyvale,649240000,1,206373,6,7,2017-07-13,1499924733,PAGE,NULL,1,GGOEGCBQ016499,SPF-15 Slim & Slender Lip Balm,Housewares,Single Option Only,USD,NULL,ORD201707132060,Checkout Confirmation,NULL,/ordercompleted.html,6,1,NULL
5.50E+18,Organic Search,0,Italy,not available in demo dataset,NULL,NULL,0,3,1,2017-07-27,1501154035,PAGE,NULL,3,GGOEWFKA082999,Waze Baby on Board Window Decal,Home/Accessories/Stickers/,(not set),USD,NULL,NULL,Stickers | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.89E+18,Referral,100077,United States,New York,NULL,NULL,100077,3,NULL,2017-05-31,1496269646,PAGE,NULL,15,GGOEA0CH077599,Android Hard Cover Journal,Home/Shop by Brand/Android/,(not set),USD,NULL,NULL,Android | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.77E+18,Direct,6597,United States,Austin,NULL,NULL,6597,4,1,2017-07-07,1499443732,PAGE,NULL,21,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.83E+18,Organic Search,0,Poland,Warsaw,NULL,NULL,0,5,1,2017-07-24,1500890383,PAGE,NULL,21,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.90E+18,Organic Search,33774,United States,San Jose,NULL,NULL,33774,3,NULL,2017-06-07,1496886940,PAGE,NULL,5,GGOEGESC014099,Rocket Flashlight,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.55E+18,Organic Search,0,United Kingdom,not available in demo dataset,NULL,NULL,0,1,1,2017-07-11,1499794093,PAGE,NULL,15,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.81E+18,Referral,303497,United States,not available in demo dataset,391000000,1,303497,22,NULL,2017-06-04,1496601172,PAGE,1,149,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,NULL,NULL,Checkout Your Information,NULL,/yourinfo.html,5,1,Billing and Shipping
6.36E+18,Organic Search,40699,Italy,not available in demo dataset,NULL,NULL,40699,6,NULL,2017-05-13,1494675501,PAGE,NULL,19,GGOEGAAX0339,Google Men's Vintage Badge Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.11E+18,Affiliates,207122,United States,not available in demo dataset,NULL,NULL,207122,4,1,2017-07-10,1499740450,PAGE,NULL,40,GGOEGEVA022399,Micro Wireless Earbud,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.78E+18,Referral,5172,United States,New York,NULL,NULL,5172,2,2,2017-07-13,1499972065,PAGE,NULL,29,GGOEGOAB021499,Metal Texture Roller Pen,Home/Office/Writing Instruments/,(not set),USD,NULL,NULL,Writing Instruments | Office | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.28E+17,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,2,NULL,2017-06-21,1498036615,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.89E+18,Paid Search,6453,United States,Houston,NULL,NULL,6453,6,NULL,2017-06-28,1498654497,PAGE,NULL,19,GGOEGHPJ080110,Google 5-Panel Cap,Home/Apparel/,(not set),USD,NULL,NULL,Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.80E+18,Direct,0,United States,San Jose,NULL,NULL,0,1,NULL,2017-05-01,1493685822,PAGE,NULL,30,GGOEGAAX0353,Google Vintage Henley Grey/Black,Home/Apparel/Men's/,(not set),USD,NULL,NULL,Men's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.80E+17,Referral,12584,United States,Santa Clara,NULL,NULL,12584,2,2,2017-07-21,1500702685,PAGE,NULL,249,GGOENEBD084799,Nest® Learning Thermostat 3rd Gen-USA - Copper,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
5.94E+17,Organic Search,0,United States,Philadelphia,NULL,NULL,0,1,NULL,2017-06-16,1497659189,PAGE,NULL,30,GGOEGAAX0353,Google Vintage Henley Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.13E+18,Direct,43829,United States,not available in demo dataset,NULL,NULL,43829,3,NULL,2017-05-13,1494675782,PAGE,NULL,60,GGOEGESB015199,Google Flashlight,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.64E+18,Referral,9813,United States,San Francisco,123000000,1,9813,12,NULL,2017-05-13,1494701566,PAGE,NULL,119,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
4.91E+18,Paid Search,102244,United States,not available in demo dataset,NULL,NULL,102244,10,NULL,2017-05-31,1496265201,PAGE,NULL,23,GGOEGHPB003410,Google Snapback Hat Black,Home/Apparel/,(not set),USD,NULL,NULL,Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.78E+17,Organic Search,73829,United States,San Jose,NULL,NULL,73829,4,NULL,2017-05-17,1495030883,PAGE,NULL,19,GGOEGAAX0340,Google Men's Vintage Badge Tee Sage,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.02E+17,Organic Search,79649,United States,not available in demo dataset,NULL,NULL,79649,5,NULL,2017-05-01,1493678645,PAGE,NULL,6,GGOEGOAR013099,Google Stylus Pen w/ LED Light,Home/Shop by Brand/Google/,(not set),USD,NULL,NULL,Google | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.06E+18,Organic Search,0,Malaysia,not available in demo dataset,NULL,NULL,0,1,1,2017-07-05,1499266956,PAGE,NULL,21,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.73E+18,Direct,22631,Brazil,not available in demo dataset,NULL,NULL,22631,4,NULL,2017-06-04,1496628864,PAGE,NULL,2,GGOEGCKQ013199,1 oz Hand Sanitizer,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.72E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,1,2017-08-01,1501575952,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.01E+18,Organic Search,0,United States,Seattle,NULL,NULL,0,1,NULL,2017-06-26,1498537959,PAGE,NULL,21,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.42E+18,Organic Search,30595,United States,not available in demo dataset,NULL,NULL,30595,4,NULL,2017-05-24,1495637485,PAGE,NULL,59,GGOEGEHQ071199,"Google High Capacity 10,400mAh Charger",Home/Electronics/Power/,(not set),USD,NULL,NULL,Power & Chargers | Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.99E+18,Organic Search,0,Laos,not available in demo dataset,NULL,NULL,0,2,NULL,2017-05-01,1493639669,PAGE,NULL,15,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.73E+18,Direct,0,Slovenia,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-14,1494777141,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.72E+18,Direct,18063,India,Patna,NULL,NULL,18063,3,1,2017-07-05,1499269121,PAGE,NULL,3,GGOEADHH055999,22 oz Android Bottle,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
6.01E+18,Direct,12682,Germany,Munich,NULL,NULL,12682,2,1,2017-07-05,1499287238,PAGE,NULL,2,GGOEGFYQ016599,Foam Can and Bottle Cooler,Home/Drinkware/,(not set),USD,NULL,NULL,Drinkware | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.48E+18,Referral,4670,United States,Seattle,NULL,NULL,4670,6,2,2017-07-23,1500828636,PAGE,NULL,9,GGOEGOBC078699,Google Luggage Tag,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.79E+16,Direct,53197,Italy,not available in demo dataset,NULL,NULL,53197,6,1,2017-07-12,1499867139,PAGE,NULL,14,GGOEGBCR024399,Google Lunch Bag,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.90E+18,Referral,46854,United States,Mountain View,NULL,NULL,46854,5,3,2017-07-21,1500692305,PAGE,NULL,4,GGOEGCBB074399,Google Device Holder Sticky Pad,Home/Clearance Sale/,(not set),USD,NULL,NULL,Clearance Sale,NULL,/store.html,0,1,NULL
3.34E+16,Organic Search,295346,United States,not available in demo dataset,NULL,NULL,295346,8,NULL,2017-06-18,1497824895,PAGE,NULL,11,GGOEGHPB071610,Google Twill Cap,Home/Apparel/Headgear/,(not set),USD,NULL,NULL,Headgear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.69E+18,Organic Search,0,United States,Mountain View,NULL,NULL,0,1,NULL,2017-05-16,1494977195,PAGE,NULL,0,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,NULL,NULL,Waterproof Backpack,NULL,/google+redesign/,0,1,NULL
9.68E+18,Direct,0,United States,not available in demo dataset,NULL,NULL,0,2,NULL,2017-06-12,1497317494,PAGE,NULL,119,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
